lineage,clinical_count,clinical_adjusted_pct,clinical_first_detection_date,ww_count_0.01,ww_adjusted_pct_0.01,ww_first_detection_date_0.01,ww_count_0.02,ww_adjusted_pct_0.02,ww_first_detection_date_0.02,ww_count_0.04,ww_adjusted_pct_0.04,ww_first_detection_date_0.04,ww_count_0.08,ww_adjusted_pct_0.08,ww_first_detection_date_0.08,ww_count_0.16,ww_adjusted_pct_0.16,ww_first_detection_date_0.16,ww_count_0.32,ww_adjusted_pct_0.32,ww_first_detection_date_0.32
B.1.521,0,0.0,,1,0.0015767744877697232,2023-08-02,1,0.0016687847301874938,2023-08-02,1,0.0018498569613978567,2023-08-02,1,0.0022520348298680636,2023-08-02,1,0.0031978094846948995,2023-08-02,0,0.0,
B.1.533,0,0.0,,1,9.141877988105187e-05,2023-03-14,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.540,0,0.0,,3,0.00036115028739305144,2023-06-29,1,0.00017179088759821116,2025-06-12,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.545,0,0.0,,2,0.00021232541591315634,2023-08-02,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.555,0,0.0,,1,0.00016157275661585907,2023-11-14,1,0.0001710010855364775,2023-11-14,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.577,0,0.0,,8,0.0018176081214883659,2023-01-25,6,0.0017277300453392049,2023-02-28,2,0.0010905316740942297,2023-04-17,0,0.0,,0,0.0,,0,0.0,
B.1.595,0,0.0,,2,0.0004254329261127444,2023-05-02,2,0.00045025840811271174,2023-05-02,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.595.4,0,0.0,,1,0.00011788915384110311,2023-05-02,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.600,0,0.0,,1,0.00010557080447959471,2024-03-10,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.609,0,0.0,,1,0.00018918030070303937,2023-07-30,1,0.00020021962526299856,2023-07-30,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.617,0,0.0,,3,0.0006663349251798202,2024-05-02,3,0.0007052178716460216,2024-05-02,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.617.2,0,0.0,,7,0.001215653812111894,2025-02-25,4,0.0009614472583701154,2025-02-25,1,0.00042990736064531286,2025-03-05,0,0.0,,0,0.0,,0,0.0,
B.1.623,0,0.0,,2,0.004043585853824678,2023-03-29,2,0.004279543067448629,2023-03-29,2,0.004743896796102834,2023-03-29,2,0.005775268594848598,2023-03-29,2,0.008200676314739502,2023-03-29,1,0.007611024955564868,2023-03-29
B.1.76,0,0.0,,4,0.0008578805211985501,2023-04-17,3,0.0008227859205658634,2023-04-17,2,0.0007075399936122172,2023-04-17,0,0.0,,0,0.0,,0,0.0,
B.1.78,0,0.0,,1,0.0006118682785816162,2023-07-30,1,0.0006475729079225371,2023-07-30,1,0.0007178380950301291,2023-07-30,1,0.000873903456293399,2023-07-30,0,0.0,,0,0.0,
B.1.8,0,0.0,,3,0.00038239746923824654,2023-04-30,1,0.00019475333963981815,2023-08-02,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.81,0,0.0,,1,7.284327875513414e-05,2025-02-17,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.84,0,0.0,,1,9.065039841160236e-05,2023-07-18,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,
B.1.91,0,0.0,,3,0.0008329259103562225,2023-12-05,2,0.000800666625168234,2023-12-05,1,0.0005927026203386525,2023-12-05,0,0.0,,0,0.0,,0,0.0,
